Call  Failure,Complains,Subscription_Length,Charge  Amount,Seconds_of_Use,Frequency_of_Use,Frequency_of_SMS,Distinct_Called_Numbers,Status,Age,Customer_Value,Churn,AHT,FCR,Sentiment_Score,Transfer_Count,SLA_Compliance,Callback_Count,Usage_per_Sub_Day,SLA_Target,Service_Gap,Complexity_Score,Tariff_1,Tariff_2,Age_Group_Numeric
7,0,32,0,15485,176,142,29,1,25,1343.745,0,240,0,5,1,0.7,1,483.90625,0.95,0.25,0.8,True,False,25
1,0,32,0,6500,80,178,25,1,30,975.2,0,345,0,2,2,0.79,1,203.125,0.95,0.15999999999999992,1.3,True,False,35
0,0,32,0,875,8,0,10,2,25,39.735,0,303,0,3,0,1.0,0,27.34375,0.95,-0.050000000000000044,0.0,True,False,25
0,0,33,0,710,8,5,7,2,25,54.81,0,269,1,3,3,0.72,1,21.515151515151516,0.95,0.22999999999999998,1.8,True,False,25
0,0,32,0,0,0,0,0,2,25,0.0,1,184,0,4,2,0.8,0,0.0,0.95,0.1499999999999999,1.0,True,False,25
1,0,32,0,7508,121,376,42,1,25,2035.305,0,244,1,5,0,0.8,0,234.625,0.95,0.1499999999999999,0.0,True,False,25
5,0,32,0,11465,148,3,46,1,30,476.52,0,312,0,2,1,0.81,0,358.28125,0.95,0.1399999999999999,0.5,True,False,35
6,0,32,0,6718,69,100,36,1,25,755.415,0,396,1,1,1,0.91,0,209.9375,0.95,0.039999999999999925,0.5,True,False,25
21,1,28,0,955,41,8,16,2,25,80.82,1,151,1,3,0,0.77,0,34.107142857142854,0.95,0.17999999999999994,0.0,True,False,25
19,0,31,7,10435,87,0,41,1,45,263.05,0,329,0,4,3,0.84,0,336.61290322580646,0.95,0.10999999999999999,1.5,True,False,45
11,0,31,0,5818,92,18,23,1,25,346.95,1,361,0,4,3,0.89,0,187.67741935483872,0.95,0.05999999999999994,1.5,True,False,25
0,0,29,0,2840,16,0,13,1,30,114.24,0,387,0,4,3,0.8,2,97.93103448275862,0.95,0.1499999999999999,2.1,True,False,35
7,1,30,0,2990,35,1,15,2,25,140.625,1,255,1,2,1,0.98,0,99.66666666666667,0.95,-0.030000000000000027,0.5,True,False,25
7,1,31,0,2268,38,26,30,2,30,196.24,1,179,0,5,2,0.99,1,73.16129032258064,0.95,-0.040000000000000036,1.3,True,False,35
0,1,31,0,0,0,0,0,2,25,0.0,1,217,1,1,1,0.74,0,0.0,0.95,0.20999999999999996,0.5,True,False,25
0,0,31,0,1668,19,0,5,1,30,67.48,0,362,1,1,1,0.8,2,53.806451612903224,0.95,0.1499999999999999,1.1,True,False,35
1,0,28,0,6785,91,6,21,1,45,186.9,0,369,1,1,2,0.76,0,242.32142857142858,0.95,0.18999999999999995,1.0,True,False,45
0,0,31,0,628,1,1,3,2,45,18.225,1,309,1,5,1,0.76,2,20.258064516129032,0.95,0.18999999999999995,1.1,True,False,45
0,0,31,0,338,5,0,1,1,45,8.575,0,180,1,1,3,0.85,1,10.903225806451612,0.95,0.09999999999999998,1.8,True,False,45
23,0,26,2,16075,232,0,79,1,25,733.815,0,180,1,4,0,0.87,2,618.2692307692307,0.95,0.07999999999999996,0.6,True,False,25
4,0,29,2,6965,110,263,32,1,25,1501.875,0,269,0,5,0,0.83,1,240.17241379310346,0.95,0.12,0.3,False,True,25
0,0,31,0,3718,76,0,27,1,25,170.73,0,297,1,4,3,0.78,1,119.93548387096774,0.95,0.16999999999999993,1.8,True,False,25
1,0,30,0,1665,38,30,19,2,30,188.12,0,158,0,5,3,0.78,2,55.5,0.95,0.16999999999999993,2.1,True,False,35
4,0,31,0,2780,47,167,22,1,25,878.715,0,321,1,1,3,1.0,2,89.6774193548387,0.95,-0.050000000000000044,2.1,True,False,25
2,0,22,0,1315,30,185,10,1,25,893.025,0,286,1,3,1,0.98,1,59.77272727272727,0.95,-0.030000000000000027,0.8,False,True,25
2,0,21,0,1568,33,22,67,1,45,95.025,0,153,1,3,1,0.72,2,74.66666666666667,0.95,0.22999999999999998,1.1,True,False,45
9,0,22,0,700,19,2,6,2,25,41.355,0,173,1,4,0,0.9,2,31.818181818181817,0.95,0.04999999999999993,0.6,True,False,25
0,0,21,0,825,4,13,2,2,45,53.225,0,263,0,4,1,0.84,2,39.285714285714285,0.95,0.10999999999999999,1.1,True,False,45
8,0,20,0,1225,26,11,12,1,25,105.795,0,330,1,3,2,0.91,2,61.25,0.95,0.039999999999999925,1.6,True,False,25
0,0,20,0,3225,55,0,22,1,30,131.2,0,356,1,2,1,0.88,0,161.25,0.95,0.06999999999999995,0.5,True,False,35
0,0,13,0,1695,20,20,13,1,25,167.175,0,257,1,1,1,0.97,1,130.3846153846154,0.95,-0.020000000000000018,0.8,True,False,25
14,0,12,0,6392,135,77,41,1,15,782.485,0,223,1,3,0,0.72,1,532.6666666666666,0.95,0.22999999999999998,0.3,False,True,18
10,0,10,0,8932,165,65,39,1,45,389.925,0,392,1,2,1,0.8,2,893.2,0.95,0.1499999999999999,1.1,True,False,45
6,0,11,2,2852,39,23,18,1,30,207.64,0,264,1,3,2,1.0,0,259.27272727272725,0.95,-0.050000000000000044,1.0,True,False,35
0,0,4,0,4390,34,207,9,1,30,1004.96,0,228,0,4,2,0.75,2,1097.5,0.95,0.19999999999999996,1.6,True,False,35
1,0,4,0,1487,13,0,6,1,25,67.5,1,260,1,3,2,0.74,0,371.75,0.95,0.20999999999999996,1.0,True,False,25
10,0,43,1,4370,77,13,18,1,30,229.88,0,153,0,3,3,0.92,1,101.62790697674419,0.95,0.029999999999999916,1.8,True,False,35
2,0,44,0,318,11,15,5,2,30,73.16,0,225,1,1,0,0.93,2,7.2272727272727275,0.95,0.019999999999999907,0.6,True,False,35
12,0,42,1,2453,66,367,25,1,30,1568.76,0,278,1,4,1,0.9,0,58.404761904761905,0.95,0.04999999999999993,0.5,True,False,35
12,0,43,1,4198,72,9,36,1,15,284.35,0,379,0,3,2,0.93,2,97.62790697674419,0.95,0.019999999999999907,1.6,True,False,18
5,0,43,1,2393,64,10,34,1,25,155.565,0,334,1,1,1,0.91,2,55.651162790697676,0.95,0.039999999999999925,1.1,True,False,25
13,0,43,2,3775,88,40,29,1,30,314.52,0,345,1,2,3,0.74,0,87.79069767441861,0.95,0.20999999999999996,1.5,True,False,35
6,0,43,1,2360,45,293,19,1,45,792.625,0,286,0,4,0,0.88,0,54.883720930232556,0.95,0.06999999999999995,0.0,True,False,45
15,0,42,3,9115,127,152,44,1,30,977.68,0,177,0,5,0,0.93,0,217.02380952380952,0.95,0.019999999999999907,0.0,True,False,35
9,0,43,1,13773,175,8,45,1,30,589.92,0,247,0,3,1,0.96,2,320.30232558139534,0.95,-0.010000000000000009,1.1,True,False,35
9,0,43,2,4515,89,10,26,1,30,224.16,0,399,0,5,1,0.77,2,105.0,0.95,0.17999999999999994,1.1,True,False,35
8,0,43,1,5918,101,15,13,1,30,300.76,0,161,1,1,3,0.74,1,137.62790697674419,0.95,0.20999999999999996,1.8,True,False,35
11,1,43,0,2238,60,16,18,2,30,155.92,0,369,1,2,1,0.93,0,52.04651162790697,0.95,0.019999999999999907,0.5,True,False,35
27,0,43,4,15140,231,62,33,1,30,862.84,0,321,0,5,1,0.78,0,352.09302325581393,0.95,0.16999999999999993,0.5,True,False,35
6,0,43,2,3095,33,491,9,1,45,1305.7,0,220,1,1,0,0.71,0,71.97674418604652,0.95,0.24,0.0,True,False,45
11,0,42,1,15485,188,158,31,1,25,1416.285,0,344,0,4,1,0.95,1,368.6904761904762,0.95,0.0,0.8,True,False,25
5,0,42,2,6500,92,194,27,1,30,1039.68,0,359,1,2,2,0.85,2,154.76190476190476,0.95,0.09999999999999998,1.6,True,False,35
2,0,42,0,875,20,8,12,2,25,76.275,0,160,1,2,2,0.8,0,20.833333333333332,0.95,0.1499999999999999,1.0,True,False,25
4,0,43,0,710,20,21,9,2,30,113.2,0,176,1,3,2,0.7,2,16.511627906976745,0.95,0.25,1.6,True,False,35
0,0,42,0,0,0,8,0,2,25,36.0,1,316,0,2,1,0.71,0,0.0,0.95,0.24,0.5,True,False,25
5,0,42,1,7508,133,392,44,1,30,1873.64,0,399,1,5,0,0.94,1,178.76190476190476,0.95,0.010000000000000009,0.3,True,False,35
9,0,42,2,11465,160,19,48,1,45,338.125,0,155,1,5,0,0.85,2,272.9761904761905,0.95,0.09999999999999998,0.6,True,False,45
10,0,42,2,6718,81,116,38,1,25,827.955,0,316,0,3,0,0.74,1,159.95238095238096,0.95,0.20999999999999996,0.3,True,False,25
25,1,38,0,955,53,24,18,2,30,136.32,1,184,0,3,2,0.81,1,25.13157894736842,0.95,0.1399999999999999,1.3,True,False,35
23,0,41,9,10435,99,9,43,1,55,171.51,0,312,0,1,3,0.75,1,254.5121951219512,0.95,0.19999999999999996,1.8,False,True,55
15,0,41,2,5818,104,34,25,1,30,372.88,0,305,1,2,3,0.73,1,141.90243902439025,0.95,0.21999999999999997,1.8,True,False,35
3,0,39,1,2840,28,8,15,1,30,146.72,0,172,1,1,1,0.78,0,72.82051282051282,0.95,0.16999999999999993,0.5,True,False,35
11,0,40,0,2990,47,17,17,2,30,189.48,1,320,1,5,0,0.86,0,74.75,0.95,0.08999999999999997,0.0,True,False,35
11,1,41,0,2268,50,42,32,2,45,162.95,1,374,1,2,2,0.76,2,55.31707317073171,0.95,0.18999999999999995,1.6,True,False,45
2,0,41,0,133,8,8,3,2,30,37.64,1,365,1,2,0,0.8,2,3.2439024390243905,0.95,0.1499999999999999,0.6,True,False,35
3,0,41,1,1668,31,8,7,1,45,62.475,0,157,1,5,2,0.84,2,40.68292682926829,0.95,0.10999999999999999,1.6,True,False,45
5,0,38,2,6785,103,22,23,1,55,136.32,0,211,0,4,1,0.83,0,178.55263157894737,0.95,0.12,0.5,True,False,55
2,0,41,0,628,13,17,5,2,45,58.525,1,210,1,4,3,0.74,0,15.317073170731707,0.95,0.20999999999999996,1.5,True,False,45
2,0,41,2,338,10,12,3,1,55,23.22,0,263,0,1,2,0.71,0,8.24390243902439,0.95,0.24,1.0,True,False,55
27,0,36,4,16075,244,8,81,1,25,770.355,0,185,1,3,2,0.71,0,446.52777777777777,0.95,0.24,1.0,True,False,25
8,0,39,4,6965,122,279,34,1,30,1399.48,0,363,1,3,1,0.81,1,178.5897435897436,0.95,0.1399999999999999,0.8,False,True,35
4,0,41,1,3718,88,10,29,1,30,192.24,0,344,1,2,3,0.92,0,90.6829268292683,0.95,0.029999999999999916,1.5,True,False,35
5,0,40,0,1665,50,46,21,2,45,157.875,0,352,1,4,2,0.74,2,41.625,0.95,0.20999999999999996,1.6,True,False,45
8,0,41,1,2780,59,183,24,1,25,951.255,0,199,1,5,2,0.94,0,67.8048780487805,0.95,0.010000000000000009,1.0,True,False,25
6,1,32,2,1315,42,201,12,1,30,858.28,1,153,1,2,1,0.91,1,41.09375,0.95,0.039999999999999925,0.8,False,True,35
6,0,31,1,1568,45,38,69,1,55,81.195,0,377,1,2,1,0.7,0,50.58064516129032,0.95,0.25,0.5,True,False,55
13,0,32,0,700,31,18,8,2,30,101.24,0,222,0,2,3,0.71,1,21.875,0.95,0.24,1.8,True,False,35
2,0,31,0,825,16,29,4,2,45,93.525,0,314,0,5,1,0.76,0,26.612903225806452,0.95,0.18999999999999995,0.5,True,False,45
12,0,30,1,1225,38,27,14,1,25,178.335,0,377,1,1,0,0.72,1,40.833333333333336,0.95,0.22999999999999998,0.3,True,False,25
4,0,30,1,3225,67,16,24,1,30,195.68,0,159,0,5,1,0.86,2,107.5,0.95,0.08999999999999997,1.1,True,False,35
4,0,23,1,1695,32,36,15,1,30,213.08,0,151,1,4,1,0.71,2,73.69565217391305,0.95,0.24,1.1,True,False,35
18,0,22,2,6392,147,93,43,1,25,712.755,0,151,0,3,1,0.94,0,290.54545454545456,0.95,0.010000000000000009,0.5,False,True,25
14,0,20,1,8932,177,81,41,1,55,258.135,0,189,0,3,0,0.85,1,446.6,0.95,0.09999999999999998,0.3,True,False,55
10,0,21,4,2852,51,39,20,1,30,272.12,0,162,1,5,0,0.92,2,135.8095238095238,0.95,0.029999999999999916,0.6,True,False,35
4,0,14,2,4390,46,223,11,1,30,1069.44,0,354,0,4,1,0.93,1,313.57142857142856,0.95,0.019999999999999907,0.8,True,False,35
5,1,14,2,1487,25,8,8,1,30,92.48,1,301,1,2,1,0.85,1,106.21428571428571,0.95,0.09999999999999998,0.8,True,False,35
14,0,39,1,5080,82,30,17,1,30,326.48,0,395,1,1,0,0.98,1,130.25641025641025,0.95,-0.030000000000000027,0.3,True,False,35
6,0,40,0,1028,16,15,4,2,30,101.76,0,350,0,4,1,1.0,2,25.7,0.95,-0.050000000000000044,1.1,True,False,35
16,0,38,1,3163,71,367,24,1,30,1597.36,0,390,1,1,1,0.81,1,83.23684210526316,0.95,0.1399999999999999,0.8,True,False,35
16,0,39,1,4908,77,9,35,1,15,323.675,0,209,1,1,0,0.74,2,125.84615384615384,0.95,0.20999999999999996,0.6,True,False,18
9,0,39,1,3103,69,10,33,1,25,187.74,0,221,1,5,1,0.81,2,79.56410256410257,0.95,0.1399999999999999,1.1,True,False,25
17,0,39,2,4485,93,40,28,1,30,343.12,0,362,1,3,1,0.77,1,115.0,0.95,0.17999999999999994,0.8,True,False,35
10,0,39,1,3070,50,293,18,1,30,1296.8,0,211,1,4,0,0.86,0,78.71794871794872,0.95,0.08999999999999997,0.0,True,False,35
19,0,38,3,9825,132,152,43,1,30,1006.28,0,164,1,2,3,0.81,0,258.55263157894734,0.95,0.1399999999999999,1.5,True,False,35
13,0,39,1,14483,180,8,44,1,30,618.52,0,317,1,1,0,0.84,1,371.35897435897436,0.95,0.10999999999999999,0.3,True,False,35
13,0,39,2,5225,94,10,25,1,30,252.76,0,350,1,1,2,0.93,2,133.97435897435898,0.95,0.019999999999999907,1.6,True,False,35
12,0,39,1,6628,106,15,12,1,30,329.36,0,392,1,2,2,0.78,1,169.94871794871796,0.95,0.16999999999999993,1.3,True,False,35
15,0,39,0,2948,65,16,17,2,30,184.52,0,381,1,1,3,0.86,0,75.58974358974359,0.95,0.08999999999999997,1.5,True,False,35
31,1,39,4,15850,236,62,32,1,30,891.44,0,180,1,3,2,0.8,2,406.4102564102564,0.95,0.1499999999999999,1.6,True,False,35
10,0,39,2,3805,38,491,8,1,30,2117.72,0,343,1,2,2,0.94,0,97.56410256410257,0.95,0.010000000000000009,1.0,True,False,35
15,0,38,1,16195,193,158,30,1,25,1448.46,0,361,1,3,3,0.89,1,426.1842105263158,0.95,0.05999999999999994,1.8,True,False,25
9,0,38,2,7210,97,194,26,1,30,1068.28,0,324,1,3,3,0.7,0,189.73684210526315,0.95,0.25,1.5,True,False,35
6,0,38,0,1585,25,8,11,2,25,108.45,0,354,0,2,0,0.9,0,41.71052631578947,0.95,0.04999999999999993,0.0,True,False,25
8,0,39,0,1420,25,21,8,2,30,141.8,0,359,0,3,3,0.75,2,36.41025641025641,0.95,0.19999999999999996,2.1,True,False,35
6,0,38,0,710,11,8,2,2,25,68.445,1,261,1,1,1,0.92,2,18.68421052631579,0.95,0.029999999999999916,1.1,True,False,25
9,0,38,1,8218,138,392,43,1,30,1902.24,0,160,1,2,0,0.87,0,216.26315789473685,0.95,0.07999999999999996,0.0,True,False,35
13,0,38,2,12175,165,19,47,1,45,356.0,0,264,1,5,2,0.82,0,320.39473684210526,0.95,0.13,1.0,True,False,45
14,0,38,2,7428,86,116,37,1,25,860.13,0,200,0,5,3,0.91,1,195.47368421052633,0.95,0.039999999999999925,1.8,True,False,25
29,1,34,0,1665,58,24,17,2,30,164.92,1,178,1,3,0,0.96,2,48.970588235294116,0.95,-0.010000000000000009,0.6,True,False,35
27,0,37,9,11145,104,9,42,1,55,182.235,0,181,1,5,0,0.93,1,301.2162162162162,0.95,0.019999999999999907,0.3,False,True,55
19,0,37,2,6528,109,34,24,1,25,451.665,0,324,1,3,3,0.86,2,176.43243243243242,0.95,0.08999999999999997,2.1,True,False,25
7,0,35,1,3550,33,8,14,1,30,175.32,0,276,1,1,2,0.92,1,101.42857142857143,0.95,0.029999999999999916,1.3,True,False,35
15,1,36,0,3700,52,17,16,2,30,218.08,1,284,1,5,0,0.82,1,102.77777777777777,0.95,0.13,0.3,True,False,35
15,1,37,0,2978,55,42,31,2,30,289.32,1,336,1,3,3,0.94,0,80.48648648648648,0.95,0.010000000000000009,1.5,True,False,35
6,0,37,0,843,13,8,2,2,30,66.24,1,287,1,4,1,0.95,2,22.783783783783782,0.95,0.0,1.1,True,False,35
7,0,37,1,2378,36,8,6,1,45,80.35,0,307,1,4,1,0.74,2,64.27027027027027,0.95,0.20999999999999996,1.1,True,False,45
9,0,34,2,7495,108,22,22,1,55,147.045,0,171,1,2,1,0.77,0,220.44117647058823,0.95,0.17999999999999994,0.5,True,False,55
6,1,37,0,1338,18,17,4,2,45,76.4,1,362,1,4,2,0.78,2,36.16216216216216,0.95,0.16999999999999993,1.6,True,False,45
6,0,37,2,1048,15,12,2,1,55,33.945,0,262,0,3,0,0.75,2,28.324324324324323,0.95,0.19999999999999996,0.6,True,False,55
31,1,32,4,16785,249,8,80,1,25,802.53,0,188,0,2,1,0.82,1,524.53125,0.95,0.13,0.8,True,False,25
12,1,35,4,7675,127,279,33,1,30,1428.08,0,353,1,2,1,0.76,2,219.28571428571428,0.95,0.18999999999999995,1.1,False,True,35
8,0,37,1,4428,93,10,28,1,30,220.84,0,333,1,4,0,0.88,1,119.67567567567568,0.95,0.06999999999999995,0.3,True,False,35
9,0,36,0,2375,55,46,20,2,30,281.2,0,163,1,2,3,0.73,0,65.97222222222223,0.95,0.21999999999999997,1.5,True,False,35
12,0,37,1,3490,64,183,23,1,25,983.43,0,198,0,1,0,0.78,2,94.32432432432432,0.95,0.16999999999999993,0.6,True,False,25
10,0,28,2,2025,47,201,11,1,30,886.88,0,153,1,5,3,0.9,0,72.32142857142857,0.95,0.04999999999999993,1.5,False,True,35
10,0,27,1,2278,50,38,68,1,45,153.2,0,217,0,2,0,0.82,2,84.37037037037037,0.95,0.13,0.6,True,False,45
17,0,28,0,1410,36,18,7,2,30,129.84,0,174,1,4,1,0.83,0,50.357142857142854,0.95,0.12,0.5,True,False,35
6,0,27,0,1535,21,29,3,2,45,111.4,0,327,1,4,0,0.94,1,56.851851851851855,0.95,0.010000000000000009,0.3,True,False,45
16,0,26,1,1935,43,27,13,1,25,210.51,0,280,1,5,1,1.0,2,74.42307692307692,0.95,-0.050000000000000044,1.1,True,False,25
8,0,26,1,3935,72,16,23,1,30,224.28,0,395,1,4,2,0.87,1,151.34615384615384,0.95,0.07999999999999996,1.3,True,False,35
8,0,19,1,2405,37,36,14,1,25,271.89,0,337,1,4,0,0.72,2,126.57894736842105,0.95,0.22999999999999998,0.6,True,False,25
22,0,18,2,7102,152,93,42,1,25,744.93,0,302,1,5,2,0.73,0,394.55555555555554,0.95,0.21999999999999997,1.0,False,True,25
18,0,16,1,9642,182,81,40,1,55,268.86,0,277,1,5,3,0.99,0,602.625,0.95,-0.040000000000000036,1.5,True,False,55
14,0,17,4,3562,56,39,19,1,30,300.72,0,163,1,1,1,0.9,0,209.52941176470588,0.95,0.04999999999999993,0.5,False,True,35
8,0,10,2,5100,51,223,10,1,30,1098.04,0,167,1,4,0,0.93,0,510.0,0.95,0.019999999999999907,0.0,True,False,35
9,0,10,2,2197,30,8,7,1,30,121.08,1,304,1,1,2,0.9,0,219.7,0.95,0.04999999999999993,1.0,True,False,35
2,0,37,0,3660,60,0,17,1,25,167.4,0,151,0,5,0,0.75,1,98.91891891891892,0.95,0.19999999999999996,0.3,True,False,25
0,0,38,0,0,0,0,0,2,25,0.0,0,160,0,1,0,0.83,0,0.0,0.95,0.12,0.0,True,False,25
4,0,36,0,1743,49,334,24,1,25,1583.64,0,204,0,2,1,0.94,2,48.416666666666664,0.95,0.010000000000000009,1.1,True,False,25
4,0,37,0,3488,55,0,35,1,15,194.865,0,371,1,1,1,0.96,0,94.27027027027027,0.95,-0.010000000000000009,0.5,True,False,18
0,0,37,0,1683,47,0,33,1,15,95.15,0,264,1,4,0,0.77,2,45.486486486486484,0.95,0.17999999999999994,0.6,True,False,18
5,0,37,0,3065,71,7,28,1,30,153.44,0,327,1,1,3,0.88,2,82.83783783783784,0.95,0.06999999999999995,2.1,True,False,35
0,0,37,0,1650,28,260,18,1,30,1107.12,0,252,0,1,2,0.75,2,44.5945945945946,0.95,0.19999999999999996,1.6,True,False,35
7,0,36,1,8405,110,119,43,1,30,816.6,0,193,0,3,3,0.99,2,233.47222222222223,0.95,-0.040000000000000036,2.1,True,False,35
1,0,37,0,13063,158,0,44,1,30,528.84,0,242,1,5,1,0.78,2,353.05405405405406,0.95,0.16999999999999993,1.1,True,False,35
1,0,37,0,3805,72,0,25,1,30,155.08,0,172,1,3,1,0.92,2,102.83783783783784,0.95,0.029999999999999916,1.1,True,False,35
0,0,37,0,5208,84,0,12,1,25,238.14,0,342,1,3,3,0.77,1,140.75675675675674,0.95,0.17999999999999994,1.8,True,False,25
3,0,37,0,1528,43,0,17,2,30,62.84,0,195,1,4,0,0.88,1,41.2972972972973,0.95,0.06999999999999995,0.3,True,False,35
19,0,37,2,14430,214,29,32,1,30,701.76,0,244,1,3,1,0.9,1,390.0,0.95,0.04999999999999993,0.8,True,False,35
0,0,37,0,2385,16,458,8,1,30,1928.04,0,395,0,2,3,0.8,1,64.45945945945945,0.95,0.1499999999999999,1.8,True,False,35
3,0,36,0,14775,171,125,30,1,25,1235.07,0,297,1,3,1,0.95,1,410.4166666666667,0.95,0.0,0.8,True,False,25
0,0,36,0,5790,75,161,26,1,30,878.6,0,264,1,1,3,0.97,0,160.83333333333334,0.95,-0.020000000000000018,1.5,True,False,35
0,0,36,0,165,3,0,11,2,25,7.56,0,285,1,2,1,0.96,2,4.583333333333333,0.95,-0.010000000000000009,1.1,True,False,25
0,0,37,0,0,0,0,0,2,25,0.0,0,346,0,4,1,0.8,2,0.0,0.95,0.1499999999999999,1.1,True,False,25
0,0,36,0,0,0,0,0,2,25,0.0,1,213,1,2,3,0.92,2,0.0,0.95,0.029999999999999916,2.1,True,False,25
0,0,36,0,6798,116,359,43,1,25,1926.63,0,309,1,1,0,0.87,0,188.83333333333334,0.95,0.07999999999999996,0.0,True,False,25
1,0,36,0,10755,143,0,47,1,30,435.92,0,368,1,1,3,0.88,2,298.75,0.95,0.06999999999999995,2.1,True,False,35
2,0,36,0,6008,64,83,37,1,25,646.74,0,293,1,5,0,0.84,1,166.88888888888889,0.95,0.10999999999999999,0.3,True,False,25
17,0,32,0,245,36,0,17,2,25,12.645,1,261,0,2,1,0.88,0,7.65625,0.95,0.06999999999999995,0.5,True,False,25
15,0,35,7,9725,82,0,42,1,45,245.175,0,186,1,1,2,0.74,2,277.85714285714283,0.95,0.20999999999999996,1.6,True,False,45
7,0,35,0,5108,87,1,24,1,25,238.275,1,212,1,4,2,0.82,2,145.94285714285715,0.95,0.13,1.6,True,False,25
0,0,33,0,2130,11,0,14,1,30,85.64,0,386,0,3,3,0.75,2,64.54545454545455,0.95,0.19999999999999996,2.1,True,False,35
3,1,34,0,2280,30,0,16,2,25,103.95,1,285,1,3,3,0.78,1,67.05882352941177,0.95,0.16999999999999993,1.8,True,False,25
3,0,35,0,1558,33,9,31,2,30,99.64,1,225,1,5,2,0.74,0,44.51428571428571,0.95,0.20999999999999996,1.0,True,False,35
0,0,35,0,0,0,0,0,2,30,0.0,1,254,1,2,2,0.76,0,0.0,0.95,0.18999999999999995,1.0,True,False,35
0,0,35,0,958,14,0,6,1,30,38.88,0,294,0,3,1,0.93,2,27.37142857142857,0.95,0.019999999999999907,1.1,True,False,35
0,0,32,0,6075,86,0,22,1,45,154.025,0,284,0,4,3,0.86,2,189.84375,0.95,0.08999999999999997,2.1,True,False,45
0,0,35,0,0,0,0,0,2,45,0.0,1,324,1,4,2,0.71,0,0.0,0.95,0.24,1.0,True,False,45
0,0,35,0,0,0,0,0,1,55,0.0,0,214,1,2,0,0.94,2,0.0,0.95,0.010000000000000009,0.6,True,False,55
19,0,30,2,15365,227,0,80,1,25,701.64,0,312,1,4,3,0.97,0,512.1666666666666,0.95,-0.020000000000000018,1.5,True,False,25
0,0,33,2,6255,105,246,33,1,25,1393.2,0,260,1,4,1,0.96,2,189.54545454545453,0.95,-0.010000000000000009,1.1,False,True,25
0,0,35,0,3008,71,0,28,1,25,138.555,0,385,1,1,1,0.95,0,85.94285714285714,0.95,0.0,0.5,True,False,25
0,0,34,0,955,33,13,20,2,30,91.52,0,189,1,1,1,1.0,2,28.08823529411765,0.95,-0.050000000000000044,1.1,True,False,35
0,0,35,0,2070,42,150,23,1,25,770.04,0,187,0,4,3,0.88,0,59.142857142857146,0.95,0.06999999999999995,1.5,True,False,25
0,0,26,0,605,25,168,11,1,25,784.35,0,265,0,1,1,0.99,1,23.26923076923077,0.95,-0.040000000000000036,0.8,False,True,25
0,0,25,0,858,28,5,68,1,45,34.65,0,277,0,5,1,0.98,2,34.32,0.95,-0.030000000000000027,1.1,True,False,45
0,0,26,0,0,0,0,0,2,25,0.0,0,322,1,1,0,0.79,2,0.0,0.95,0.15999999999999992,0.6,True,False,25
0,0,25,0,0,0,0,0,2,45,0.0,0,251,0,5,1,0.96,1,0.0,0.95,-0.010000000000000009,0.8,True,False,45
4,0,24,0,515,21,0,13,1,25,24.12,0,378,0,4,0,0.94,2,21.458333333333332,0.95,0.010000000000000009,0.6,True,False,25
0,0,24,0,2515,50,0,23,1,30,102.6,0,268,1,3,2,0.93,0,104.79166666666667,0.95,0.019999999999999907,1.0,True,False,35
0,0,17,0,985,15,3,14,1,25,58.5,0,182,0,2,3,0.97,1,57.94117647058823,0.95,-0.020000000000000018,1.8,True,False,25
10,0,16,0,5682,130,60,42,1,15,649.66,0,179,0,2,1,0.82,2,355.125,0.95,0.13,1.1,False,True,18
6,0,14,0,8222,160,48,40,1,45,329.55,0,393,1,4,3,0.82,0,587.2857142857143,0.95,0.13,1.5,True,False,45
2,0,15,2,2142,34,6,19,1,30,111.04,0,183,1,4,3,0.89,1,142.8,0.95,0.05999999999999994,1.8,True,False,35
0,0,8,0,3680,29,190,10,1,30,908.36,0,386,1,2,0,0.92,1,460.0,0.95,0.029999999999999916,0.3,True,False,35
0,0,8,0,777,8,0,7,1,30,31.4,1,219,1,3,2,0.96,1,97.125,0.95,-0.010000000000000009,1.3,True,False,35
8,0,38,0,4370,71,5,17,1,30,197.64,0,173,0,5,2,0.96,2,115.0,0.95,-0.010000000000000009,1.6,True,False,35
0,0,39,0,318,5,7,4,2,25,46.035,0,226,1,2,1,0.92,1,8.153846153846153,0.95,0.029999999999999916,0.8,True,False,25
10,0,37,0,2453,60,359,24,1,30,1536.52,0,303,1,4,3,0.99,2,66.29729729729729,0.95,-0.040000000000000036,2.1,True,False,35
10,0,38,0,4198,66,1,35,1,15,240.02,0,256,1,1,1,0.75,1,110.47368421052632,0.95,0.19999999999999996,0.8,True,False,18
3,0,38,0,2393,58,2,33,1,15,145.805,0,346,1,5,0,0.99,2,62.973684210526315,0.95,-0.040000000000000036,0.6,True,False,18
11,0,38,1,3775,82,32,28,1,30,282.28,0,302,1,1,2,0.72,1,99.34210526315789,0.95,0.22999999999999998,1.3,True,False,35
4,0,38,0,2360,39,285,18,1,30,1235.96,0,250,1,2,0,0.87,2,62.10526315789474,0.95,0.07999999999999996,0.6,True,False,35
13,0,37,2,9115,121,144,43,1,30,945.44,0,308,1,3,1,0.73,1,246.35135135135135,0.95,0.21999999999999997,0.8,True,False,35
7,0,38,0,13773,169,0,44,1,30,557.68,0,392,0,2,2,0.87,2,362.44736842105266,0.95,0.07999999999999996,1.6,True,False,35
